"CONTEXT (DO NOT MODIFY)","ENGLISH (DO NOT MODIFY)","LOCALIZED (EDIT THIS COLUMN)"
"traveler:WALLCOMMENT_SONDRAWING","The drawing is not so bad really.","Ten rysunek wcale nie jest taki fatalny."
"traveler:WALLCOMMENT_SONDRAWING","I was just in rough mood. Sorry.","To wszystko przez mój zły nastrój. Przepraszam."
"traveler:WALLCOMMENT_SONDRAWING","Huh?","Co?!"
"traveler:WALLCOMMENT_SONDRAWING","You deny me for comment about drawing, right?","Odmawiacie mi wizy za moją uwagę o rysunku, tak?"
"traveler:WALLCOMMENT_SONDRAWING","@The exit is to your right.","@Wyjście jest po prawej."
"traveler:WALLCOMMENT_SONDRAWING","What are you doing?","Co robicie?"
"traveler:WALLCOMMENT_SONDRAWING","Is this because I make fun of drawing?","Czy to przez moje żarty z tego rysunku?"
"traveler:WALLCOMMENT_SONDRAWING","I take it back!","Cofam swoje słowa!"
"traveler:WALLCOMMENT_SONDRAWING","Picture should be in museum!","Ten obrazek powinien trafić do muzeum!"
"traveler:WALLCOMMENT_FAMILYPHOTO","I like picture on wall here.","Podoba mi się ten rysunek na ścianie."
"traveler:WALLCOMMENT_FAMILYPHOTO","Reminds me of how my family was.","Przypomina mi, jaka była moja rodzina."
"traveler:WALLCOMMENT_FAMILYPHOTO","Thank you.","Dziękuję wam."
"traveler:WALLCOMMENT_FAMILYPHOTO","Take care of your family.","Dbajcie o swoją rodzinę."
"traveler:WALLCOMMENT_FAMILYPHOTO","It is too easy to lose them.","Tak łatwo jest ją stracić."
"speech:ask-purpose","What is the purpose of your trip?","Cel waszej podróży?"
"speech:state-purpose","Visiting.","Odwiedziny."
"speech:state-purpose","Just visiting.","Po prostu kogoś odwiedzam."
"speech:state-purpose","I am visiting relatives.","Odwiedzam moich krewnych."
"speech:state-purpose","Visiting friends.","Odwiedzam przyjaciół."
"speech:state-purpose","I come for visit.","Przyjeżdżam z wizytą."
"speech:state-purpose","Only to visit.","To tylko odwiedziny."
"speech:state-purpose","I will visit friends.","Zamierzam odwiedzić przyjaciół."
"speech:state-purpose","Transit.","Tranzyt."
"speech:state-purpose","I pass through.","Jestem tu przejazdem."
"speech:state-purpose","Transit through the country.","Jadę tranzytem."
"speech:state-purpose","I am transiting to elsewhere.","Przejeżdżam tranzytem."
"speech:state-purpose","Transit through Arstotzka.","Tranzyt przez terytorium Arstoczki."
"speech:state-purpose","Passing through.","Przejeżdżam przez wasz kraj."
"speech:state-purpose","I am in transit.","Jestem w trasie, tylko tędy przejeżdżam."
"speech:state-purpose","Work.","Praca."
"speech:state-purpose","I come to work.","Przyjeżdżam do pracy."
"speech:state-purpose","I have job here.","Mam tutaj pracę."
"speech:state-purpose","I plan to work.","Zamierzam pracować."
"speech:state-purpose","Immigrating.","Imigracja."
"speech:state-purpose","I am immigrating to Arstotzka.","Imigruję do Arstoczki."
"speech:state-purpose","I will move here.","Przeprowadzam się tu."
"speech:state-purpose","I am coming to live with my husband.","Przyjeżdżam, by dołączyć do męża."
"speech:state-purpose","I am coming to live with my wife.","Zamierzam dołączyć do żony."
"speech:state-purpose","I am diplomatic envoy.","Jestem wysłannikiem dyplomatycznym."
"speech:state-purpose","I was called to diplomatic discussions.","Wezwano mnie na spotkanie dyplomatyczne."
"speech:state-purpose","My presence was requested.","Zażądano tu mojej obecności."
"speech:state-purpose","I am seeking asylum.","Poszukuję azylu."
"speech:state-purpose","I come for political asylum.","Potrzebuję azylu politycznego."
"speech:state-purpose","Asylum.","Azyl."
"speech:ask-wrong-purpose","This entry permit is for work.","Tę zgodę na wjazd wydano w celu zatrudnienia."
"speech:ask-wrong-purpose","You are authorized for transit only.","Jesteście upoważnieni tylko do tranzytu."
"speech:ask-wrong-purpose","You have only a visitors entry permit.","Macie tylko zgodę na wjazd dla odwiedzających."
"speech:ask-wrong-purpose","This entry permit is for immigrating.","Ta zgoda na wjazd obejmuje tylko cele imigracyjne."
"speech:ask-wrong-purpose","Your entry purpose does not match up.","Wasz cel podróży się nie zgadza."
"speech:ask-wrong-purpose","This entry permit purpose does not match.","Znalazłem błędny cel podróży na waszej zgodzie na wjazd."
"speech:mistake-prefix","Right.","Racja."
"speech:mistake-prefix","I make mistake.","Mój błąd."
"speech:mistake-prefix","Yes, of course.","Tak, oczywiście."
"speech:mistake-prefix","Apologies.","Najmocniej przepraszam."
"speech:wrong-purpose","$mistake-prefix I am just visiting.","$mistake-prefix Przyjeżdżam tu po prostu w odwiedziny."
"speech:wrong-purpose","$mistake-prefix I just pass through.","$mistake-prefix Jestem tu tylko przejazdem."
"speech:wrong-purpose","$mistake-prefix I have come to work.","$mistake-prefix Podróżuję za pracą."
"speech:wrong-purpose","$mistake-prefix I move here permanently.","$mistake-prefix Zamierzam tu osiąść na stałe."
"speech:ask-duration","Duration of stay?","Długość pobytu?"
"speech:random-stay","I stay","Zostanę tu"
"speech:random-stay","I remain for","Pozostanę tu"
"speech:random-stay","It will be","Pozostanę w Arstoczce"
"speech:state-duration","$random-stay forever.","$random-stay na zawsze."
"speech:state-duration","$random-stay until I die.","$random-stay aż umrę."
"speech:state-duration","I don't plan to leave.","Nie zamierzam wyjeżdżać."
"speech:state-duration","$random-stay just 2 days.","$random-stay tylko 2 dni."
"speech:state-duration","$random-stay couple days.","$random-stay przez kilka dni."
"speech:state-duration","$random-stay just 14 days.","$random-stay 14 dni."
"speech:state-duration","$random-stay couple weeks.","$random-stay przez kilka tygodni."
"speech:state-duration","$random-stay only two weeks.","$random-stay tylko przez dwa tygodnie."
"speech:state-duration","$random-stay 30 days.","$random-stay 30 dni."
"speech:state-duration","$random-stay a few weeks.","$random-stay przez kilka tygodni."
"speech:state-duration","$random-stay one month.","$random-stay przez miesiąc."
"speech:state-duration","$random-stay 60 days.","$random-stay 60 dni."
"speech:state-duration","$random-stay 8 weeks.","$random-stay 8 tygodni."
"speech:state-duration","$random-stay couple months.","$random-stay kilka miesięcy."
"speech:state-duration","$random-stay two months.","$random-stay dwa miesiące."
"speech:state-duration","$random-stay 90 days.","$random-stay 90 dni."
"speech:state-duration","$random-stay 12 weeks.","$random-stay 12 tygodni."
"speech:state-duration","$random-stay three months.","$random-stay trzy miesiące."
"speech:state-duration","$random-stay a few months.","$random-stay kilka miesięcy."
"speech:state-duration","$random-stay six months.","$random-stay sześć miesięcy."
"speech:state-duration","$random-stay half a year.","$random-stay przez pół roku."
"speech:state-duration","$random-stay one year.","$random-stay rok."
"speech:state-duration","$random-stay full year.","$random-stay cały rok."
"speech:state-duration","$random-stay a year.","$random-stay przez rok."
"speech:ask-wrong-duration","The length of your stay is different.","Nie zgadza się długość waszego pobytu."
"speech:wrong-duration","$mistake-prefix $state-duration","$mistake-prefix $state-duration"
"speech:ask-forgery-missing","This document is missing its seal.","Na tym dokumencie brakuje pieczęci."
"speech:ask-forgery-missing","There is no seal here.","Tutaj brakuje pieczęci."
"speech:ask-forgery-missing","I do not see the required seal here.","Nie widzę tu wymaganej pieczęci."
"speech:ask-forgery-wrong","This document is forged.","Ten dokument jest fałszywy."
"speech:ask-forgery-wrong","This is a forgery.","To fałszerstwo."
"speech:ask-forgery-idcard","This card contains false information.","Tu są nieprawdziwe dane."
"speech:ask-forgery-diplo","This seal is forged.","Ta pieczęć jest podrobiona."
"speech:ask-forgery-diplo","This seal is not correct.","Ta pieczęć jest niewłaściwa."
"speech:ask-forgery-asylumgrant","This seal is forged.","Ta pieczęć jest podrobiona."
"speech:ask-forgery-asylumgrant","This grant is not sealed properly.","Decyzja nie jest właściwie opieczętowana."
"speech:ask-wrong-birthdate","These dates do not match.","Te daty się nie zgadzają."
"speech:forgery","I have no idea what you are talking about.","Nie mam pojęcia, o czym mówicie."
"speech:forgery","I do not know anything about that.","Nic mi o tym nie wiadomo."
"speech:forgery","I do not understand.","Nie rozumiem was."
"speech:ask-expired-paper","This document has expired.","Ten dokument utracił ważność."
"speech:ask-expired-paper","You cannot enter using an expired document.","Nie możecie przejść na podstawie nieważnego dokumentu."
"speech:expired-permit","I could not come until now.","Wcześniej było mi nie po drodze."
"speech:expired-permit","I was busy.","Mam za dużo na głowie."
"speech:expired-passport","What? That is mistake. I just renewed it.","Co? To jakaś pomyłka. Dopiero co mi go wydano."
"speech:expired-passport","That must be a typographical error.","To musi być błąd w druku."
"speech:expired-asylumgrant","There was nothing I could do.","Tak wyszło."
"speech:expired-asylumgrant","My travel was difficult.","Podróż była męcząca."
"speech:expired-asylumgrant","Please, have mercy.","Proszę, miejcie litość."
"speech:ask-missing-passport","Where is passport?","Gdzie jest paszport?"
"speech:ask-missing-passport","A passport is required.","Musicie mieć paszport."
"speech:missing-passport","They took away my passport.","Zabrali mi paszport."
"speech:missing-passport","What is passport?","Jaki paszport?"
"speech:ask-missing-entrypermit","Where is the entry permit?","Gdzie jest zgoda na wjazd?"
"speech:ask-missing-entrypermit","You have no entry permit.","Nie macie zgody na wjazd."
"speech:ask-missing-entrypermit","The entry permit is missing.","Brakuje mi zgody na wjazd."
"speech:missing-permit","I was not able to get one.","Nie udało mi się jej zdobyć."
"speech:missing-permit","What is that?","Co to jest?"
"speech:missing-permit","Do I need one?","A potrzebuję jej?"
"speech:missing-permit","Is required?","A to jest wymagane?"
"speech:missing-permit","I lost it.","Ten dokument mi zginął."
"speech:missing-permit","I did not know it was required.","Nikt nie mówił, że tego potrzebuję."
"speech:ask-missing-workpermit","Where is the work pass?","Gdzie jest zezwolenie na pracę?"
"speech:ask-missing-workpermit","You have no work pass.","Nie macie zezwolenia na pracę."
"speech:ask-missing-workpermit","The work pass is missing.","Brakuje zezwolenia na pracę."
"speech:missing-workpermit","I will get one after I enter.","Zdobędę coś takiego, kiedy tylko przekroczę granicę."
"speech:ask-missing-idcard","Where is your id card?","Gdzie wasz dowód osobisty?"
"speech:ask-missing-idcard","I need your id card.","Potrzebuję waszego dowodu."
"speech:missing-idcard","I never got one.","Nigdy mi czegoś takiego nie wydano."
"speech:missing-idcard","I left before they were issued.","Wydawano je już po moim wyjeździe."
"speech:missing-idcard","I lost it.","Ten dokument mi zginął."
"speech:ask-missing-idsupplement","You must carry an id supplement.","Musicie mieć kartę informacyjną."
"speech:ask-missing-idsupplement","Where is your id supplement?","Gdzie wasza karta informacyjna?"
"speech:missing-idsupplement","I never got one.","Nigdy mi czegoś takiego nie wydano."
"speech:missing-idsupplement","What is a supplement?","A co to takiego?"
"speech:missing-idsupplement","This was not provided to me.","Nikt mi nie wystawił takiego świstka."
"speech:ask-missing-asylumgrant","You have no grant for asylum.","Nie macie decyzji o przyznaniu azylu."
"speech:ask-missing-asylumgrant","Where is your asylum grant?","A gdzie decyzja o przyznaniu azylu?"
"speech:missing-asylumgrant","I could not secure one in time.","Nie udało mi się tego zdobyć na czas."
"speech:missing-asylumgrant","I have none.","Nie mam."
"speech:missing-asylumgrant","What is that?","Co to jest?"
"speech:ask-missing-accesspermit","Where is the access permit?","Gdzie jest zgoda na wstęp?"
"speech:ask-missing-accesspermit","You have no access permit.","Nie macie zgody na wstęp."
"speech:ask-missing-accesspermit","The access permit is missing.","Brakuje wam zgody na wstęp."
"speech:ask-wrong-name","These names do not match.","Te personalia się nie zgadzają."
"speech:wrong-name","I have two different names.","Mam dwa różne imiona."
"speech:wrong-name","I have multiple names.","Mam wiele imion."
"speech:wrong-name","My name was changed recently.","Ostatnio zmieniły się moje dane."
"speech:ask-wrong-workend","You are not authorized to work this long.","Nie macie pozwolenia na tak długie zatrudnienie."
"speech:ask-wrong-workend","This work pass expires before your visit.","Wasze zezwolenie na pracę wygasa przed końcem pobytu."
"speech:wrong-workend","I will renew the pass soon.","Odnowię je jak najszybciej."
"speech:wrong-workend","I am planning to renew it.","Zamierzam je odnowić."
"speech:wrong-workend","My entry permit is longer than I need.","Moja zgoda na wjazd ma dłuższą ważność, niż potrzebuję."
"speech:ask-wrong-idnumber","These numbers do not match.","Te numery się nie zgadzają."
"speech:ask-wrong-idnumber","There is a discrepancy here.","Zachodzi tutaj niezgodność."
"speech:ask-wrong-idnumber","There are two different numbers here.","Tu są dwa różne numery."
"speech:wrong-idnumber","It must be a mistake. The document is valid.","To musi być pomyłka. Ten dokument jest ważny."
"speech:wrong-idnumber","Check again.","Sprawdźcie raz jeszcze."
"speech:ask-wrong-face","This does not look like you.","Na zdjęciu wyglądacie inaczej."
"speech:ask-wrong-face","Your picture. It is different.","Wasze zdjęcie... w rzeczywistości wyglądacie inaczej."
"speech:ask-wrong-face","Your appearance has changed.","Wasz wygląd się zmienił."
"speech:wrong-face","It is an old picture.","To stare zdjęcie."
"speech:wrong-face","I had surgery.","To przez operację."
"speech:wrong-face","The years have been cruel.","Czas nie obszedł się ze mną łaskawie."
"speech:wrong-face","I do not know what to say. It is me.","Nie wiem, co powiedzieć. To przecież ja."
"speech:ask-wrong-issuingcity","This issuing city is incorrect.","Miejsce wydania paszportu jest niewłaściwe."
"speech:ask-wrong-issuingcity","Your passport has false information.","Wasz paszport zawiera nieprawdziwe informacje."
"speech:ask-wrong-gender","You are a man?","Jesteście mężczyzną?"
"speech:ask-wrong-gender","It says here that you are male.","Tu jest napisane, że jesteście mężczyzną."
"speech:ask-wrong-gender","You are a woman?","Jesteście kobietą?"
"speech:ask-wrong-gender","Your passport says you are female.","Tu jest napisane, że jesteście kobietą."
"speech:ask-wrong-gender","Are you a woman or a man?","Jesteście kobietą czy mężczyzną?"
"speech:ask-wrong-gender","You are male or female?","Jaka jest wasza płeć?"
"speech:wrong-gender","The passport is correct.","Paszport jest w porządku."
"speech:wrong-gender","Why do you ask?","A skąd to pytanie?"
"speech:wrong-gender","As the document says.","Tak stoi w papierach."
"speech:wrong-gender","What is this question?","Co to za pytanie?"
"speech:ask-wrong-gender-busted","There is a problem with your documentation.","Jest problem z waszymi dokumentami."
"speech:ask-approved","Glory to Arstotzka.","Niech żyje Arstoczka!"
"speech:ask-approved","Cause no trouble.","Sprawujcie się dobrze."
"speech:ask-nativesonly","Try again.","Spróbujcie jeszcze raz."
"speech:ask-nativesonly","Arstotzkans only.","Wpuszczamy tylko obywateli Arstoczki."
"speech:ask-wrong-nation","No entry from Obristan.","Nie wpuszczamy Obristańczyków."
"speech:ask-wrong-nation","No entry from Kolechia.","Nie wpuszczamy Kolechian."
"speech:ask-wrong-nation","No entry from United Federation.","Nie wpuszczamy obywateli Zjednoczonej Federacji."
"speech:ask-wrong-nation","No entry from Antegria.","Nie wpuszczamy Antegrian."
"speech:ask-wrong-nation","No entry from Republia.","Nie wpuszczamy Republian."
"speech:ask-wrong-nation","No entry from Arstotzka.","Nie wpuszczamy obywateli Arstoczki."
"speech:ask-wrong-nation","No entry from Impor.","Nie wpuszczamy Imporian."
"speech:ask-search","Face the scanner.","Stańcie przodem do skanera."
"speech:ask-search","Turn towards the scanner.","Obróćcie się do skanera."
"speech:ask-detain","Wait here.","Poczekajcie tutaj."
"speech:ask-detain","One moment please.","Chwileczkę."
"speech:detain","What are you doing?","Co robicie?"
"speech:detain","What is happening?","Co się dzieje?"
"speech:detain","What is this?","Co to jest?"
"speech:detain","You cannot do this!","Nie wolno wam tego robić!"
"speech:detain","What will happen to me?","Co ze mną będzie?"
"speech:detain","Who do you think you are?","Za kogo wy się macie?"
"speech:detain","You have no authority for this!","Nie macie prawa tego robić!"
"speech:detain","You are a fool!","Idiota!"
"speech:ask-search-enabled","You have been selected for a random search.","Zostaliście wyznaczeni do przeszukania."
"speech:ask-wrong-entryticket-date","This ticket is for another day.","Ten kwit jest wydany na inny dzień."
"speech:ask-wrong-entryticket-date","You cannot enter today.","Nie możecie przekroczyć dziś granicy."
"speech:ask-wrong-entryticket-date","The date on this ticket is wrong.","Data na kwicie się nie zgadza."
"speech:wrong-entryticket-date","It is my mistake.","Pomyliło mi się."
"speech:wrong-entryticket-date","Oh?","Hę?"
"speech:ask-missing-entryticket","You cannot enter without a ticket.","Nie możecie przejść bez kwitu."
"speech:ask-missing-entryticket","Foreigners must present an entry ticket.","Cudzoziemcy muszą okazać kwit wjazdu."
"speech:ask-missing-entryticket","Where is your entry ticket?","Gdzie jest wasz kwit wjazdu?"
"speech:missing-entryticket","I do not know what that is.","Nie mam pojęcia, co to jest."
"speech:missing-entryticket","I have none.","Nie mam."
"speech:missing-entryticket","It was lost.","Zginęło mi to."
"speech:ask-wrong-identity","I cannot verify your identity.","Nie mogę sprawdzić waszej tożsamości."
