"CONTEXT (DO NOT MODIFY)","ENGLISH (DO NOT MODIFY)","LOCALIZED (EDIT THIS COLUMN)"
"speech:state-purpose","Asylum.","亡命です。"
"speech:ask-wrong-purpose","This entry permit is for work.","入国許可証には就労とありますが。"
"speech:ask-wrong-purpose","You are authorized for transit only.","乗り継ぎ目的でしか認められていませんが。"
"speech:ask-wrong-purpose","You have only a visitors entry permit.","これは観光目的での入国許可証です。"
"speech:ask-wrong-purpose","This entry permit is for immigrating.","入国許可証には移住とあります。"
"speech:ask-wrong-purpose","Your entry purpose does not match up.","入国目的が一致しませんね。"
"speech:ask-wrong-purpose","This entry permit purpose does not match.","入国許可証にある入国目的と一致しません。"
"speech:mistake-prefix","Right.","あ、そうだ。"
"speech:mistake-prefix","I make mistake.","間違えました。"
"speech:mistake-prefix","Yes, of course.","はい、そうです。"
"speech:mistake-prefix","Apologies.","すみません。"
"speech:wrong-purpose","$mistake-prefix I am just visiting.","$mistake-prefix ただの観光です。"
"speech:wrong-purpose","$mistake-prefix I just pass through.","$mistake-prefix ただ通過するだけです。"
"speech:wrong-purpose","$mistake-prefix I have come to work.","$mistake-prefix 仕事しに来ました。"
"speech:wrong-purpose","$mistake-prefix I move here permanently.","$mistake-prefix ここに永住します。"
"speech:ask-duration","Duration of stay?","滞在期間は？"
"speech:random-stay","I stay","滞在します。"
"speech:random-stay","I remain for","います。"
"speech:random-stay","It will be","の予定です。"
"speech:state-duration","$random-stay forever.","ずっと$random-stay"
"speech:state-duration","$random-stay until I die.","死ぬまで$random-stay"
"speech:state-duration","I don't plan to leave.","出ていく予定はありません。"
"speech:state-duration","$random-stay just 2 days.","２日だけ$random-stay"
"speech:state-duration","$random-stay couple days.","数日$random-stay"
"speech:state-duration","$random-stay just 14 days.","14日だけ$random-stay"
"speech:state-duration","$random-stay couple weeks.","半月$random-stay"
"speech:state-duration","$random-stay only two weeks.","２週間だけ$random-stay"
"speech:state-duration","$random-stay 30 days.","30日$random-stay"
"speech:state-duration","$random-stay a few weeks.","４週間$random-stay"
"speech:state-duration","$random-stay one month.","１ヶ月$random-stay"
"speech:state-duration","$random-stay 60 days.","60日$random-stay"
"speech:state-duration","$random-stay 8 weeks.","８週間$random-stay"
"speech:state-duration","$random-stay couple months.","２ヶ月$random-stay"
"speech:state-duration","$random-stay two months.","２ヶ月$random-stay"
"speech:state-duration","$random-stay 90 days.","90日$random-stay"
"speech:state-duration","$random-stay 12 weeks.","12週間$random-stay"
"speech:state-duration","$random-stay three months.","３ヶ月$random-stay"
"speech:state-duration","$random-stay a few months.","３ヶ月間$random-stay"
"speech:state-duration","$random-stay six months.","６ヶ月$random-stay"
"speech:state-duration","$random-stay half a year.","半年$random-stay"
"speech:state-duration","$random-stay one year.","１年$random-stay"
"speech:state-duration","$random-stay full year.","１年間$random-stay"
"speech:state-duration","$random-stay a year.","12ヶ月$random-stay"
"speech:ask-wrong-duration","The length of your stay is different.","滞在期間の長さが違いますが。"
"speech:wrong-duration","$mistake-prefix $state-duration","$mistake-prefix $state-duration"
"speech:ask-forgery-missing","This document is missing its seal.","この書類には印章がありませんね。"
"speech:ask-forgery-missing","There is no seal here.","ここに印章がありません。"
"speech:ask-forgery-missing","I do not see the required seal here.","印章が見当たりません。"
"speech:ask-forgery-wrong","This document is forged.","この書類は偽造されていますね。"
"speech:ask-forgery-wrong","This is a forgery.","これは偽造書類ですね。"
"speech:ask-forgery-idcard","This card contains false information.","このカードには誤った情報が記載されています。"
"speech:ask-forgery-diplo","This seal is forged.","この印章は偽造されたものです。"
"speech:ask-forgery-diplo","This seal is not correct.","印章が正しくありません。"
"speech:ask-forgery-asylumgrant","This seal is forged.","これは偽造された印章ですね。"
"speech:ask-forgery-asylumgrant","This grant is not sealed properly.","この認可証には適切な印章がありません。"
"speech:ask-wrong-birthdate","These dates do not match.","日付が違いますね。"
"speech:forgery","I have no idea what you are talking about.","何を言ってるのやら。"
"speech:forgery","I do not know anything about that.","何のことだか。"
"speech:forgery","I do not understand.","さあね。"
"speech:ask-expired-paper","This document has expired.","この書類は期限が切れていますね。"
"speech:ask-expired-paper","You cannot enter using an expired document.","期限切れの書類では入国できません。"
"speech:expired-permit","I could not come until now.","今日まで来れませんでした。"
"speech:expired-permit","I was busy.","忙しかったんだ。"
"speech:expired-passport","What? That is mistake. I just renewed it.","え？それはおかしいですね。更新したばかりですよ。"
"speech:expired-passport","That must be a typographical error.","きっと印刷ミスですよ。"
"speech:expired-asylumgrant","There was nothing I could do.","どうしようもなかったんです。"
"speech:expired-asylumgrant","My travel was difficult.","大変な旅だったのです。"
"speech:expired-asylumgrant","Please, have mercy.","どうか御慈悲を。"
"speech:ask-missing-passport","Where is passport?","パスポートは？"
"speech:ask-missing-passport","A passport is required.","パスポートが必要です。"
"speech:missing-passport","They took away my passport.","取り上げられました。"
"speech:missing-passport","What is passport?","パスポートって何ですか？"
"speech:ask-missing-entrypermit","Where is the entry permit?","入国許可証は？"
"speech:ask-missing-entrypermit","You have no entry permit.","入国許可証がありませんね。"
"speech:ask-missing-entrypermit","The entry permit is missing.","入国許可証が見当たりません。"
"speech:missing-permit","I was not able to get one.","もらえませんでした。"
"speech:missing-permit","What is that?","それ、何ですか？"
"speech:missing-permit","Do I need one?","それがいるんですか？"
"speech:missing-permit","Is required?","必要なんですか？"
"speech:missing-permit","I lost it.","なくしました。"
"speech:missing-permit","I did not know it was required.","いるんですか？知りませんでした。"
"speech:ask-missing-workpermit","Where is the work pass?","労働許可証は？"
"speech:ask-missing-workpermit","You have no work pass.","労働許可証がありませんね。"
"speech:ask-missing-workpermit","The work pass is missing.","労働許可証が見当たりません。"
"speech:missing-workpermit","I will get one after I enter.","入国した後、もらいます。"
"speech:ask-missing-idcard","Where is your id card?","IDカードは？"
"speech:ask-missing-idcard","I need your id card.","IDカードを提示して下さい。"
"speech:missing-idcard","I never got one.","もらってないです。"
"speech:missing-idcard","I left before they were issued.","発行される前に来ました。"
"speech:missing-idcard","I lost it.","なくしました。"
"speech:ask-missing-idsupplement","You must carry an id supplement.","身分証明補足書は携帯しなければいけません。"
"speech:ask-missing-idsupplement","Where is your id supplement?","身分証明補足書は？"
"speech:missing-idsupplement","I never got one.","もらってないです。"
"speech:missing-idsupplement","What is a supplement?","補足書って何ですか？"
"speech:missing-idsupplement","This was not provided to me.","渡されていません。"
"speech:ask-missing-asylumgrant","You have no grant for asylum.","亡命認可証がありませんね。"
"speech:ask-missing-asylumgrant","Where is your asylum grant?","亡命認可証は？"
"speech:missing-asylumgrant","I could not secure one in time.","出発前にもらえませんでした。"
"speech:missing-asylumgrant","I have none.","ありません。"
"speech:missing-asylumgrant","What is that?","それ、何ですか？"
"speech:ask-missing-accesspermit","Where is the access permit?","入境許可証は？"
"speech:ask-missing-accesspermit","You have no access permit.","入境許可証がありませんね。"
"speech:ask-missing-accesspermit","The access permit is missing.","入境許可証が見当たりません。"
"speech:ask-wrong-name","These names do not match.","氏名が一致しません。"
"speech:wrong-name","I have two different names.","違う名前があるんです。"
"speech:wrong-name","I have multiple names.","複数の名前があるんです。"
"speech:wrong-name","My name was changed recently.","最近名前を変えました。"
"speech:ask-wrong-workend","You are not authorized to work this long.","この期間に働くことは認められていません。"
"speech:ask-wrong-workend","This work pass expires before your visit.","この労働許可証はあなたの滞在期間終了前に期限が切れてしまいます。"
"speech:wrong-workend","I will renew the pass soon.","すぐ更新します。"
"speech:wrong-workend","I am planning to renew it.","更新するつもりです。"
"speech:wrong-workend","My entry permit is longer than I need.","入国許可証が必要以上の滞在期間なってしまってます。"
"speech:ask-wrong-idnumber","These numbers do not match.","番号が一致しません。"
"speech:ask-wrong-idnumber","There is a discrepancy here.","ここが食い違っていますね。"
"speech:ask-wrong-idnumber","There are two different numbers here.","違う番号が記載されていますが。"
"speech:wrong-idnumber","It must be a mistake. The document is valid.","そんなはずありません。正規の書類です。"
"speech:wrong-idnumber","Check again.","もう一度確認して下さい。"
"speech:ask-wrong-face","This does not look like you.","この写真はあなたには見えませんが。"
"speech:ask-wrong-face","Your picture. It is different.","写真と違いますね。"
"speech:ask-wrong-face","Your appearance has changed.","容姿がずいぶん変わりましたね。"
"speech:wrong-face","It is an old picture.","昔の写真ですから。"
"speech:wrong-face","I had surgery.","手術をしました。"
"speech:wrong-face","The years have been cruel.","年月は残酷ですね。"
"speech:wrong-face","I do not know what to say. It is me.","何と言えば良いか。あの、それは私です。"
"speech:ask-wrong-issuingcity","This issuing city is incorrect.","発行都市に誤りがあります。"
"speech:ask-wrong-issuingcity","Your passport has false information.","パスポートに誤った情報が記載されています。"
"speech:ask-wrong-gender","You are a man?","あなたは男性ですか？"
"speech:ask-wrong-gender","It says here that you are male.","ここに男性と記載されていますが。"
"speech:ask-wrong-gender","You are a woman?","あなたは女性ですか？"
"speech:ask-wrong-gender","Your passport says you are female.","パスポートに女性と記載されていますが。"
"speech:ask-wrong-gender","Are you a woman or a man?","あなたは女性ですか、男性ですか？"
"speech:ask-wrong-gender","You are male or female?","あなたは男性ですか、女性ですか？"
"speech:wrong-gender","The passport is correct.","パスポートが正しいです。"
"speech:wrong-gender","Why do you ask?","なぜそんなことを聞くんですか？"
"speech:wrong-gender","As the document says.","書類の通りです。"
"speech:wrong-gender","What is this question?","なんてことを聞くんですか？"
"speech:ask-wrong-gender-busted","There is a problem with your documentation.","書類に問題がありますね。"
"speech:ask-approved","Glory to Arstotzka.","アルストツカに栄光あれ。"
"speech:ask-approved","Cause no trouble.","問題を起こさぬように。"
"speech:ask-nativesonly","Try again.","何度でもどうぞ。"
"speech:ask-nativesonly","Arstotzkans only.","入国できるのは、アルストツカ人のみです。"
"speech:ask-wrong-nation","No entry from Obristan.","オブリスタン人は入国できません。"
"speech:ask-wrong-nation","No entry from Kolechia.","コレチア人は入国できません。"
"speech:ask-wrong-nation","No entry from United Federation.","合衆連邦国民は入国できません。"
"speech:ask-wrong-nation","No entry from Antegria.","アンテグリア人は入国できません。"
"speech:ask-wrong-nation","No entry from Republia.","リパブリア人は入国できません。"
"speech:ask-wrong-nation","No entry from Arstotzka.","アルストツカ人は入国できません。"
"speech:ask-wrong-nation","No entry from Impor.","インポール人は入国できません。"
"speech:ask-search","Face the scanner.","スキャナに体を向けて下さい。"
"speech:ask-search","Turn towards the scanner.","スキャナの方を向いて下さい。"
"speech:ask-detain","Wait here.","ここで待て。"
"speech:ask-detain","One moment please.","少しお待ち下さい。"
