"CONTEXT", "ID", "TEXT"
"speech:state-purpose","I will move here.","Ich ziehe hierher."
"speech:state-purpose","I am coming to live with my husband.","Ich will zu meinem Mann ziehen."
"speech:state-purpose","I am coming to live with my wife.","Ich will zu meiner Frau ziehen."
"speech:state-purpose","I am diplomatic envoy.","Ich bin Diplomat."
"speech:state-purpose","I was called to diplomatic discussions.","Man hat mich zu Beratungen auf diplomatischer Ebene hinzugezogen."
"speech:state-purpose","My presence was requested.","Meine Anwesenheit hier wurde verlangt."
"speech:state-purpose","I am seeking asylum.","Ich suche Asyl."
"speech:state-purpose","I come for political asylum.","Ich möchte politisches Asyl beantragen."
"speech:state-purpose","Asylum.","Asyl."
"speech:ask-wrong-purpose","This entry permit is for work.","Diese Einreise-Genehmigung ist für Arbeitssuchende."
"speech:ask-wrong-purpose","You are authorized for transit only.","Ihnen ist nur Transit gestattet."
"speech:ask-wrong-purpose","You have only a visitors entry permit.","Ihre Einreise-Genehmigung gilt nur für Besuche."
"speech:ask-wrong-purpose","This entry permit is for immigrating.","Diese Einreise-Genehmigung gilt nur für Einwanderungswillige."
"speech:ask-wrong-purpose","Your entry purpose does not match up.","Ihre Einreise-Genehmigung paßt nicht."
"speech:ask-wrong-purpose","This entry permit purpose does not match.","Diese Einreise-Genehmigung paßt nicht."
"speech:mistake-prefix","Right.","Gut."
"speech:mistake-prefix","I make mistake.","Das war ein Fehler."
"speech:mistake-prefix","Yes, of course.","Ja, natürlich."
"speech:mistake-prefix","Apologies.","Entschuldigung."
"speech:wrong-purpose","$mistake-prefix I am just visiting.","$mistake-prefix Ich bin nur zu Besuch."
"speech:wrong-purpose","$mistake-prefix I just pass through.","$mistake-prefix Ich bin nur auf der Durchreise."
"speech:wrong-purpose","$mistake-prefix I have come to work.","$mistake-prefix Ich bin hier um zu arbeiten."
"speech:wrong-purpose","$mistake-prefix I move here permanently.","$mistake-prefix Ich will dauerhaft hierher ziehen."
"speech:ask-duration","Duration of stay?","Dauer des Aufenthalts?"
"speech:random-stay","I stay","Ich bleibe"
"speech:random-stay","I remain for","Ich bleibe hier"
"speech:random-stay","It will be","Ich bleibe"
"speech:state-duration","$random-stay forever.","$random-stay für immer."
"speech:state-duration","$random-stay until I die.","$random-stay bis ich sterbe."
"speech:state-duration","I don't plan to leave.","Ich habe nicht vor, wieder zu gehen."
"speech:state-duration","$random-stay just 2 days.","$random-stay nur 2 Tage."
"speech:state-duration","$random-stay couple days.","$random-stay einige Tage."
"speech:state-duration","$random-stay just 14 days.","$random-stay nur 14 Tage."
"speech:state-duration","$random-stay couple weeks.","$random-stay einige Wochen."
"speech:state-duration","$random-stay only two weeks.","$random-stay nur zwei Wochen."
"speech:state-duration","$random-stay 30 days.","$random-stay 30 Tage."
"speech:state-duration","$random-stay a few weeks.","$random-stay ein paar Wochen."
"speech:state-duration","$random-stay one month.","$random-stay einen Monat."
"speech:state-duration","$random-stay 60 days.","$random-stay 60 Tage."
"speech:state-duration","$random-stay 8 weeks.","$random-stay 8 Wochen."
"speech:state-duration","$random-stay couple months.","$random-stay einige Monate."
"speech:state-duration","$random-stay two months.","$random-stay zwei Monate."
"speech:state-duration","$random-stay 90 days.","$random-stay 90 Tage."
"speech:state-duration","$random-stay 12 weeks.","$random-stay 12 Wochen."
"speech:state-duration","$random-stay three months.","$random-stay drei Monate."
"speech:state-duration","$random-stay a few months.","$random-stay ein paar Monate."
"speech:state-duration","$random-stay six months.","$random-stay sechs Monate."
"speech:state-duration","$random-stay half a year.","$random-stay ein halbes Jahr."
"speech:state-duration","$random-stay one year.","$random-stay ein Jahr."
"speech:state-duration","$random-stay full year.","$random-stay ein ganzes Jahr."
"speech:state-duration","$random-stay a year.","$random-stay ein Jahr."
"speech:ask-wrong-duration","The length of your stay is different.","Die Zeiträume Ihres Aufenthalts stimmen nicht überein."
"speech:wrong-duration","$mistake-prefix $state-duration","$mistake-prefix $state-duration"
"speech:ask-forgery-missing","This document is missing its seal.","Diesem Dokument fehlt das Siegel."
"speech:ask-forgery-missing","There is no seal here.","Kein Siegel."
"speech:ask-forgery-missing","I do not see the required seal here.","Ich sehe hier nicht das erforderliche Siegel."
"speech:ask-forgery-wrong","This document is forged.","Dieses Dokument ist gefälscht."
"speech:ask-forgery-wrong","This is a forgery.","Das ist eine Fälschung."
"speech:ask-forgery-idcard","This card contains false information.","Auf diesem Ausweis stehen falsche Daten."
"speech:ask-forgery-diplo","This seal is forged.","Dieses Siegel ist gefälscht."
"speech:ask-forgery-diplo","This seal is not correct.","Dieses Siegel ist nicht richtig."
"speech:ask-forgery-asylumgrant","This seal is forged.","Dieses Siegel ist gefälscht."
"speech:ask-forgery-asylumgrant","This grant is not sealed properly.","Dieser Bescheid trägt ein falsches Siegel."
"speech:ask-wrong-birthdate","These dates do not match.","Diese Daten passen nicht zusammen."
"speech:forgery","I have no idea what you are talking about.","Keine Ahnung, wovon Sie da reden."
"speech:forgery","I do not know anything about that.","Davon weiß ich nichts."
"speech:forgery","I do not understand.","Ich verstehe Sie nicht."
"speech:ask-expired-paper","This document has expired.","Dieses Dokument ist abgelaufen."
"speech:ask-expired-paper","You cannot enter using an expired document.","Sie können nicht mit einem abgelaufenen Dokument einreisen."
"speech:expired-permit","I could not come until now.","Ich konnte erst jetzt kommen."
"speech:expired-permit","I was busy.","Ich hatte zu tun."
"speech:expired-passport","What? That is mistake. I just renewed it.","Was? Das muß ein Irrtum sein, ich habe das doch gerade erst verlängern lassen."
"speech:expired-passport","That must be a typographical error.","Das muß ein Schreibfehler sein."
"speech:expired-asylumgrant","There was nothing I could do.","Dafür kann ich nichts."
"speech:expired-asylumgrant","My travel was difficult.","Meine Reise war anstrengend und kompliziert."
"speech:expired-asylumgrant","Please, have mercy.","Bitte, haben Sie doch Erbarmen mit mir."
"speech:ask-missing-passport","Where is passport?","Wo ist Ihr Paß?"
"speech:ask-missing-passport","A passport is required.","Sie müssen einen Paß vorlegen."
"speech:missing-passport","They took away my passport.","Die haben mir den Paß abgenommen."
"speech:missing-passport","What is passport?","Was ist denn ein Paß?"
"speech:ask-missing-entrypermit","Where is the entry permit?","Wo ist Ihre Einreise-Genehmigung?"
"speech:ask-missing-entrypermit","You have no entry permit.","Sie haben keine Einreise-Genehmigung."
"speech:ask-missing-entrypermit","The entry permit is missing.","Ihre Einreise-Genehmigung fehlt."
"speech:missing-permit","I was not able to get one.","Ich konnte mir keine mehr besorgen."
"speech:missing-permit","What is that?","Was soll das denn sein?"
"speech:missing-permit","Do I need one?","Brauche ich sowas?"
"speech:missing-permit","Is required?","Ist sowas Pflicht?"
"speech:missing-permit","I lost it.","Hab ich verloren."
"speech:missing-permit","I did not know it was required.","Ich hatte ja keine Ahnung, daß ich hier sowas brauche."
"speech:ask-missing-workpermit","Where is the work pass?","Wo ist Ihr Arbeitsausweis?"
"speech:ask-missing-workpermit","You have no work pass.","Sie haben keinen Arbeitsausweis."
"speech:ask-missing-workpermit","The work pass is missing.","Der Arbeitsausweis fehlt."
"speech:missing-workpermit","I will get one after I enter.","Ich hole mir einen, wenn ich eingereist bin."
"speech:ask-missing-idcard","Where is your id card?","Wo ist Ihr Ausweis?"
"speech:ask-missing-idcard","I need your id card.","Ich brauche Ihren Ausweis."
"speech:missing-idcard","I never got one.","Hab noch nie einen gehabt."
"speech:missing-idcard","I left before they were issued.","Ich bin weg, bevor die Dinger eingeführt wurden."
"speech:missing-idcard","I lost it.","Hab ich verloren."
"speech:ask-missing-idsupplement","You must carry an id supplement.","Sie müssen einen Ausweis-Anhang mit sich führen."
"speech:ask-missing-idsupplement","Where is your id supplement?","Wo ist Ihr Ausweis-Anhang?"
"speech:missing-idsupplement","I never got one.","Hab noch nie einen gehabt."
"speech:missing-idsupplement","What is a supplement?","Was soll denn ein Anhang sein?"
"speech:missing-idsupplement","This was not provided to me.","Hat man mir nie gegeben."
"speech:ask-missing-asylumgrant","You have no grant for asylum.","Sie haben keinen Asylbescheid."
"speech:ask-missing-asylumgrant","Where is your asylum grant?","Wo ist Ihr Asylbescheid?"
"speech:missing-asylumgrant","I could not secure one in time.","Ich konnte mir nicht mehr rechtzeitig einen holen."
"speech:missing-asylumgrant","I have none.","Hab keinen."
"speech:missing-asylumgrant","What is that?","Was soll das denn sein?"
"speech:ask-missing-accesspermit","Where is the access permit?","Wo ist das Visum?"
"speech:ask-missing-accesspermit","You have no access permit.","Sie haben kein Visum."
"speech:ask-missing-accesspermit","The access permit is missing.","Das Visum fehlt."
"speech:ask-wrong-name","These names do not match.","Diese Namen sind unterschiedlich."
"speech:wrong-name","I have two different names.","Ich habe zwei verschiedene Namen."
"speech:wrong-name","I have multiple names.","Ich habe mehrere Namen."
"speech:wrong-name","My name was changed recently.","Ich habe meinen Namen erst neulich geändert."
"speech:ask-wrong-workend","You are not authorized to work this long.","Es ist Ihnen nicht gestattet, so lange zu arbeiten."
"speech:ask-wrong-workend","This work pass expires before your visit.","Dieser Arbeitsausweis läuft vor Ihrer Einreise ab."
"speech:wrong-workend","I will renew the pass soon.","Ich werde den Paß bald verlängern lassen."
"speech:wrong-workend","I am planning to renew it.","Ich habe vor, ihn zu verlängern."
"speech:wrong-workend","My entry permit is longer than I need.","Meine Einreise-Genehmigung ist länger gültig, als ich bleiben will."
"speech:ask-wrong-idnumber","These numbers do not match.","Diese Ziffern stimmen nicht überein."
"speech:ask-wrong-idnumber","There is a discrepancy here.","Hier liegt eine Diskrepanz vor."
"speech:ask-wrong-idnumber","There are two different numbers here.","Da stehen zwei verschiedene Ziffern."
"speech:wrong-idnumber","It must be a mistake. The document is valid.","Das muß ein Fehler sein. Das Dokument ist doch gültig."
"speech:wrong-idnumber","Check again.","Schauen Sie nochmal genau hin."
"speech:ask-wrong-face","This does not look like you.","So sehen Sie doch überhaupt nicht aus."
"speech:ask-wrong-face","Your picture. It is different.","Ihr Bild. Das ist anders."
"speech:ask-wrong-face","Your appearance has changed.","Ihr Aussehen hat sich verändert."
"speech:wrong-face","It is an old picture.","Das ist ein altes Bild."
"speech:wrong-face","I had surgery.","Ich hab mich operieren lassen."
"speech:wrong-face","The years have been cruel.","Ich hab mich nicht gerade gut gehalten."
"speech:wrong-face","I do not know what to say. It is me.","Ich weiß nicht, was ich sagen soll. Das bin ich."
"speech:ask-wrong-issuingcity","This issuing city is incorrect.","Diese ausstellende Stadt ist falsch."
"speech:ask-wrong-issuingcity","Your passport has false information.","Die Angaben in Ihrem Paß sind falsch."
"speech:ask-wrong-gender","You are a man?","Sie sind ein Mann?"
"speech:ask-wrong-gender","It says here that you are male.","Hier steht, daß Sie ein Mann sind."
"speech:ask-wrong-gender","You are a woman?","Sie sind eine Frau?"
"speech:ask-wrong-gender","Your passport says you are female.","Laut Ihrem Paß sind Sie eine Frau."
"speech:ask-wrong-gender","Are you a woman or a man?","Sind Sie jetzt eine Frau oder ein Mann?"
"speech:ask-wrong-gender","You are male or female?","Sind Sie männlichen oder weiblichen Geschlechts?"
"speech:wrong-gender","The passport is correct.","Was im Paß steht, ist richtig."
"speech:wrong-gender","Why do you ask?","Warum fragen Sie?"
"speech:wrong-gender","As the document says.","Wie es in den Papieren steht."
"speech:wrong-gender","What is this question?","Was ist das denn bitte für eine Frage?"
"speech:ask-wrong-gender-busted","There is a problem with your documentation.","Da gibt es ein Problem mit Ihren Papieren."
"speech:ask-approved","Glory to Arstotzka.","Es lebe Arstotzka."
"speech:ask-approved","Cause no trouble.","Und machen Sie mir ja keinen Ärger."
"speech:ask-nativesonly","Try again.","Versuchen Sie es nochmal."
"speech:ask-nativesonly","Arstotzkans only.","Nur Arstotzkaner."
"speech:ask-wrong-nation","No entry from Obristan.","Keine Einreise aus Obristan."
"speech:ask-wrong-nation","No entry from Kolechia.","Keine Einreise aus Kolechien."
"speech:ask-wrong-nation","No entry from United Federation.","Keine Einreise aus der Vereinigten Föderation."
"speech:ask-wrong-nation","No entry from Antegria.","Keine Einreise aus Antegrien."
"speech:ask-wrong-nation","No entry from Republia.","Keine Einreise aus Republien."
"speech:ask-wrong-nation","No entry from Arstotzka.","Keine Einreise aus Arstotzka."
"speech:ask-wrong-nation","No entry from Impor.","Keine Einreise aus Impor."
"speech:ask-search","Face the scanner.","Schauen Sie in Richtung Scanner."
"speech:ask-search","Turn towards the scanner.","Drehen Sie sich zum Scanner."
"speech:ask-detain","Wait here.","Warten Sie hier."
"speech:ask-detain","One moment please.","Einen Moment, bitte."
"speech:detain","What are you doing?","Was tun Sie denn da?!"
"speech:detain","What is happening?","Was ist denn jetzt los?!"
"speech:detain","What is this?","Was soll das?!"
"speech:detain","You cannot do this!","Das können Sie doch nicht machen!"
"speech:detain","What will happen to me?","Was soll denn jetzt aus mir werden?!"
"speech:detain","Who do you think you are?","Für wen halten Sie sich eigentlich?!"
"speech:detain","You have no authority for this!","Dazu haben Sie doch überhaupt kein Recht!"
"speech:detain","You are a fool!","Sie spinnen wohl!"
"speech:ask-search-enabled","You have been selected for a random search.","Sie wurden für eine routinemäßige Durchsuchung ausgewählt."
"speech:ask-wrong-entryticket-date","This ticket is for another day.","Dieser Beleg ist für einen anderen Tag."
"speech:ask-wrong-entryticket-date","You cannot enter today.","Sie können heute nicht einreisen."
"speech:ask-wrong-entryticket-date","The date on this ticket is wrong.","Das Datum auf diesem Beleg stimmt nicht."
"speech:wrong-entryticket-date","It is my mistake.","Mein Fehler."
"speech:wrong-entryticket-date","Oh?","Ach was?"
"speech:ask-missing-entryticket","You cannot enter without a ticket.","Ohne Beleg können Sie nicht einreisen."
"speech:ask-missing-entryticket","Foreigners must present an entry ticket.","Ausländer müssen einen Einreisebeleg vorzeigen."
"speech:ask-missing-entryticket","Where is your entry ticket?","Wo ist Ihr Einreisebeleg?"
"speech:missing-entryticket","I do not know what that is.","Ich weiß nicht, was das sein soll."
"speech:missing-entryticket","I have none.","Hab ich nicht."
"speech:missing-entryticket","It was lost.","Hab ich verloren."
"speech:ask-wrong-identity","I cannot verify your identity.","Ich kann Ihre Identität nicht verifizieren."
"speech:ask-wrong-identity","Your identity does not match.","Bei Ihrer Identität kann ich keine Übereinstimmung sehen."
"speech:ask-wrong-alias","There is no record of this name.","Zu diesem Namen gibt es keinen Eintrag."
"speech:ask-wrong-alias","I cannot verify your alias.","Ich kann Ihr Alias nicht verifizieren."
"speech:ask-wrong-fingerprints","Your fingerprints do not match our records.","Ihre Fingerabdrücke entsprechen nicht unseren Akten."
"speech:ask-wrong-fingerprints","I cannot verify your fingerprints.","Ich kann Ihre Fingerabdrücke nicht verifizieren."
"speech:ask-contraband","There is zero tolerance for contraband.","Schmugglergut wird absolut nicht toleriert."
"speech:ask-contraband","You have made a mistake coming here.","Es war ein Fehler, daß Sie hierher gekommen sind."
"speech:contraband","You can see that?","Das können Sie sehen?"
"speech:contraband","What?","Was?"
"speech:contraband","I know nothing.","Ich weiß von nichts."
"speech:contraband","Is it so obvious?","Ist das denn so offensichtlich?"
"speech:ask-wrong-information","This information does not look correct.","Diese Angabe hier scheint mir nicht zu stimmen."
"speech:ask-wrong-information","This is incorrect.","Das hier ist falsch."
"speech:ask-wrong-height","Your height is different.","Ihre Körpergröße ist anders."
"speech:wrong-height","Perhaps my shoes are different.","Vielleicht liegt das an meinen Schuhen."
"speech:wrong-height","It is a natural difference.","Das sind doch nur natürliche Schwankungen."
"speech:ask-wrong-weight","Your weight is different.","Ihr Gewicht ist anders."
"speech:wrong-weight","I am wearing different clothes.","Ich trage andere Sachen."
"speech:wrong-weight","My weight has changed naturally.","Mein Gewicht hat sich ganz natürlich geändert."
"speech:ask-criminal","You have interesting face.","Sie haben ein interessantes Gesicht."
